Net,Group,Vnet1,Vnet2
_DRAM_CORE.BANK2.net14705,3,VDDQ,VON
_DRAM_CORE.BANK2.net14706,3,VOFF,VSS
_DRAM_CORE.BANK2.net14707,3,VON,VSS
_DRAM_CORE.BANK2.net14708,3,VEXT,VDD
_DRAM_CORE.BANK2.net14709,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net14710,3,VON,VEXT
_DRAM_CORE.BANK3.net14711,4,VON,VOFF
_DRAM_CORE.BANK3.net14712,4,VOFF,VEXT
_DRAM_CORE.BANK3.net14713,4,VDD,VON
_DRAM_CORE.BANK3.net14714,4,VOFF,VDD
_DRAM_CORE.BANK3.net14715,4,VSSQ,VON
_DRAM_CORE.BANK3.net14716,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net14717,4,VDD,VOFF
_DRAM_CORE.BANK3.net14718,4,VSS,VDD
_DRAM_CORE.BANK3.net14719,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net14720,4,VON,VSSQ
_DRAM_CORE.BANK0.net14721,1,VSS,VEXT
_DRAM_CORE.BANK0.net14722,1,VOFF,VDD
_DRAM_CORE.BANK0.net14723,1,VDDQ,VON
_DRAM_CORE.BANK0.net14724,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net14725,1,VEXT,VDD
_DRAM_CORE.BANK0.net14726,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net14727,1,VSSQ,VSS
_DRAM_CORE.BANK0.net14728,1,VDD,VDD
_DRAM_CORE.BANK0.net14729,1,VDD,VDDQ
_DRAM_CORE.BANK0.net14730,1,VSS,VDD
_DRAM_CORE.BANK1.net14731,2,VSS,VSS
_DRAM_CORE.BANK1.net14732,2,VSSQ,VSS
_DRAM_CORE.BANK1.net14733,2,VSS,VEXT
_DRAM_CORE.BANK1.net14734,2,VOFF,VEXT
_DRAM_CORE.BANK1.net14735,2,VDD,VDD
_DRAM_CORE.BANK1.net14736,2,VON,VOFF
_DRAM_CORE.BANK1.net14737,2,VON,VDD
_DRAM_CORE.BANK1.net14738,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net14739,2,VOFF,VSSQ
_DRAM_CORE.BANK1.net14740,2,VON,VDDQ
_DRAM_CORE.BANK2.net14741,3,VSSQ,VON
_DRAM_CORE.BANK2.net14742,3,VSSQ,VEXT
_DRAM_CORE.BANK2.net14743,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net14744,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net14745,3,VOFF,VDD
_DRAM_CORE.BANK2.net14746,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net14747,3,VEXT,VSS
_DRAM_CORE.BANK2.net14748,3,VSS,VOFF
_DRAM_CORE.BANK2.net14749,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net14750,3,VEXT,VEXT
_DRAM_CORE.BANK3.net14751,4,VSS,VSS
_DRAM_CORE.BANK3.net14752,4,VOFF,VEXT
_DRAM_CORE.BANK3.net14753,4,VOFF,VSS
_DRAM_CORE.BANK3.net14754,4,VDD,VSS
_DRAM_CORE.BANK3.net14755,4,VSSQ,VSS
_DRAM_CORE.BANK3.net14756,4,VON,VSSQ
_DRAM_CORE.BANK3.net14757,4,VDD,VDD
_DRAM_CORE.BANK3.net14758,4,VDDQ,VSS
_DRAM_CORE.BANK3.net14759,4,VON,VSS
_DRAM_CORE.BANK3.net14760,4,VDD,VEXT
_DRAM_CORE.BANK0.net14761,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net14762,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net14763,1,VDDQ,VDD
_DRAM_CORE.BANK0.net14764,1,VSS,VSS
_DRAM_CORE.BANK0.net14765,1,VON,VSS
_DRAM_CORE.BANK0.net14766,1,VDD,VSSQ
_DRAM_CORE.BANK0.net14767,1,VEXT,VEXT
_DRAM_CORE.BANK0.net14768,1,VON,VOFF
_DRAM_CORE.BANK0.net14769,1,VDD,VEXT
_DRAM_CORE.BANK0.net14770,1,VDD,VDD
_DRAM_CORE.BANK1.net14771,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net14772,2,VDDQ,VSS
_DRAM_CORE.BANK1.net14773,2,VEXT,VOFF
_DRAM_CORE.BANK1.net14774,2,VDD,VDD
_DRAM_CORE.BANK1.net14775,2,VSSQ,VSS
_DRAM_CORE.BANK1.net14776,2,VDD,VOFF
_DRAM_CORE.BANK1.net14777,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net14778,2,VON,VSSQ
_DRAM_CORE.BANK1.net14779,2,VON,VON
_DRAM_CORE.BANK1.net14780,2,VEXT,VEXT
_DRAM_CORE.BANK2.net14781,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net14782,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net14783,3,VSSQ,VDD
_DRAM_CORE.BANK2.net14784,3,VSS,VDD
_DRAM_CORE.BANK2.net14785,3,VDDQ,VSS
_DRAM_CORE.BANK2.net14786,3,VON,VSS
_DRAM_CORE.BANK2.net14787,3,VEXT,VON
_DRAM_CORE.BANK2.net14788,3,VSSQ,VDDQ
_DRAM_CORE.BANK2.net14789,3,VOFF,VDD
_DRAM_CORE.BANK2.net14790,3,VOFF,VDD
_DRAM_CORE.BANK3.net14791,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net14792,4,VON,VOFF
_DRAM_CORE.BANK3.net14793,4,VDD,VOFF
_DRAM_CORE.BANK3.net14794,4,VON,VON
_DRAM_CORE.BANK3.net14795,4,VEXT,VOFF
_DRAM_CORE.BANK3.net14796,4,VDD,VSSQ
_DRAM_CORE.BANK3.net14797,4,VOFF,VSSQ
_DRAM_CORE.BANK3.net14798,4,VOFF,VOFF
_DRAM_CORE.BANK3.net14799,4,VON,VON
_DRAM_CORE.BANK3.net14800,4,VOFF,VDDQ
_DRAM_CORE.BANK0.net14801,1,VSS,VOFF
_DRAM_CORE.BANK0.net14802,1,VDDQ,VDD
_DRAM_CORE.BANK0.net14803,1,VSSQ,VDD
_DRAM_CORE.BANK0.net14804,1,VEXT,VDD
_DRAM_CORE.BANK0.net14805,1,VSS,VSSQ
_DRAM_CORE.BANK0.net14806,1,VOFF,VEXT
_DRAM_CORE.BANK0.net14807,1,VOFF,VOFF
_DRAM_CORE.BANK0.net14808,1,VSS,VDDQ
_DRAM_CORE.BANK0.net14809,1,VSS,VDD
_DRAM_CORE.BANK0.net14810,1,VDD,VEXT
_DRAM_CORE.BANK1.net14811,2,VEXT,VON
_DRAM_CORE.BANK1.net14812,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net14813,2,VSSQ,VOFF
_DRAM_CORE.BANK1.net14814,2,VOFF,VEXT
_DRAM_CORE.BANK1.net14815,2,VDD,VSSQ
_DRAM_CORE.BANK1.net14816,2,VEXT,VDD
_DRAM_CORE.BANK1.net14817,2,VSS,VON
_DRAM_CORE.BANK1.net14818,2,VEXT,VDD
_DRAM_CORE.BANK1.net14819,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net14820,2,VON,VDD
_DRAM_CORE.BANK2.net14821,3,VDD,VEXT
_DRAM_CORE.BANK2.net14822,3,VDDQ,VDDQ
_DRAM_CORE.BANK2.net14823,3,VEXT,VOFF
_DRAM_CORE.BANK2.net14824,3,VDD,VDD
_DRAM_CORE.BANK2.net14825,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net14826,3,VSS,VON
_DRAM_CORE.BANK2.net14827,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net14828,3,VSS,VSS
_DRAM_CORE.BANK2.net14829,3,VOFF,VEXT
_DRAM_CORE.BANK2.net14830,3,VSS,VOFF
_DRAM_CORE.BANK3.net14831,4,VSS,VON
_DRAM_CORE.BANK3.net14832,4,VEXT,VON
_DRAM_CORE.BANK3.net14833,4,VEXT,VSS
_DRAM_CORE.BANK3.net14834,4,VDD,VON
_DRAM_CORE.BANK3.net14835,4,VON,VON
_DRAM_CORE.BANK3.net14836,4,VDD,VSS
_DRAM_CORE.BANK3.net14837,4,VDDQ,VDDQ
_DRAM_CORE.BANK3.net14838,4,VSSQ,VSS
_DRAM_CORE.BANK3.net14839,4,VON,VOFF
_DRAM_CORE.BANK3.net14840,4,VDD,VOFF
_DRAM_CORE.BANK0.net14841,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net14842,1,VSS,VSSQ
_DRAM_CORE.BANK0.net14843,1,VDD,VOFF
_DRAM_CORE.BANK0.net14844,1,VSSQ,VON
_DRAM_CORE.BANK0.net14845,1,VEXT,VEXT
_DRAM_CORE.BANK0.net14846,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net14847,1,VON,VEXT
_DRAM_CORE.BANK0.net14848,1,VSSQ,VON
_DRAM_CORE.BANK0.net14849,1,VON,VDD
_DRAM_CORE.BANK0.net14850,1,VDDQ,VSSQ
_DRAM_CORE.BANK1.net14851,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net14852,2,VDD,VON
_DRAM_CORE.BANK1.net14853,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net14854,2,VSSQ,VON
_DRAM_CORE.BANK1.net14855,2,VDD,VDDQ
_DRAM_CORE.BANK1.net14856,2,VSS,VDD
_DRAM_CORE.BANK1.net14857,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net14858,2,VSSQ,VDDQ
_DRAM_CORE.BANK1.net14859,2,VSS,VON
_DRAM_CORE.BANK1.net14860,2,VDDQ,VOFF
_DRAM_CORE.BANK2.net14861,3,VOFF,VSS
_DRAM_CORE.BANK2.net14862,3,VSS,VDDQ
_DRAM_CORE.BANK2.net14863,3,VSS,VOFF
_DRAM_CORE.BANK2.net14864,3,VSS,VON
_DRAM_CORE.BANK2.net14865,3,VDD,VEXT
_DRAM_CORE.BANK2.net14866,3,VEXT,VON
_DRAM_CORE.BANK2.net14867,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net14868,3,VEXT,VON
_DRAM_CORE.BANK2.net14869,3,VEXT,VEXT
_DRAM_CORE.BANK2.net14870,3,VDDQ,VDD
_DRAM_CORE.BANK3.net14871,4,VEXT,VSSQ
_DRAM_CORE.BANK3.net14872,4,VSS,VEXT
_DRAM_CORE.BANK3.net14873,4,VEXT,VSS
_DRAM_CORE.BANK3.net14874,4,VON,VDD
_DRAM_CORE.BANK3.net14875,4,VSSQ,VON
_DRAM_CORE.BANK3.net14876,4,VEXT,VSS
_DRAM_CORE.BANK3.net14877,4,VSS,VOFF
_DRAM_CORE.BANK3.net14878,4,VDD,VDD
_DRAM_CORE.BANK3.net14879,4,VON,VOFF
_DRAM_CORE.BANK3.net14880,4,VEXT,VSSQ
_DRAM_CORE.BANK0.net14881,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net14882,1,VSSQ,VON
_DRAM_CORE.BANK0.net14883,1,VON,VSS
_DRAM_CORE.BANK0.net14884,1,VDD,VSS
_DRAM_CORE.BANK0.net14885,1,VSS,VON
_DRAM_CORE.BANK0.net14886,1,VEXT,VOFF
_DRAM_CORE.BANK0.net14887,1,VEXT,VEXT
_DRAM_CORE.BANK0.net14888,1,VOFF,VSS
_DRAM_CORE.BANK0.net14889,1,VOFF,VOFF
_DRAM_CORE.BANK0.net14890,1,VDD,VSSQ
_DRAM_CORE.BANK1.net14891,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net14892,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net14893,2,VOFF,VEXT
_DRAM_CORE.BANK1.net14894,2,VDD,VSS
_DRAM_CORE.BANK1.net14895,2,VOFF,VOFF
_DRAM_CORE.BANK1.net14896,2,VDD,VOFF
_DRAM_CORE.BANK1.net14897,2,VSS,VOFF
_DRAM_CORE.BANK1.net14898,2,VEXT,VSS
_DRAM_CORE.BANK1.net14899,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net14900,2,VSS,VOFF
_DRAM_CORE.BANK2.net14901,3,VON,VDD
_DRAM_CORE.BANK2.net14902,3,VSS,VEXT
_DRAM_CORE.BANK2.net14903,3,VDD,VDD
_DRAM_CORE.BANK2.net14904,3,VOFF,VEXT
_DRAM_CORE.BANK2.net14905,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net14906,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net14907,3,VSSQ,VSS
_DRAM_CORE.BANK2.net14908,3,VSS,VSS
_DRAM_CORE.BANK2.net14909,3,VEXT,VDD
_DRAM_CORE.BANK2.net14910,3,VSS,VDD
_DRAM_CORE.BANK3.net14911,4,VSS,VDD
_DRAM_CORE.BANK3.net14912,4,VSS,VDD
_DRAM_CORE.BANK3.net14913,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net14914,4,VSS,VDD
_DRAM_CORE.BANK3.net14915,4,VDD,VSS
_DRAM_CORE.BANK3.net14916,4,VDD,VDDQ
_DRAM_CORE.BANK3.net14917,4,VOFF,VON
_DRAM_CORE.BANK3.net14918,4,VSSQ,VON
_DRAM_CORE.BANK3.net14919,4,VON,VSS
_DRAM_CORE.BANK3.net14920,4,VDD,VSS
_DRAM_CORE.BANK0.net14921,1,VON,VSSQ
_DRAM_CORE.BANK0.net14922,1,VDDQ,VDD
_DRAM_CORE.BANK0.net14923,1,VON,VSS
_DRAM_CORE.BANK0.net14924,1,VSSQ,VDD
_DRAM_CORE.BANK0.net14925,1,VDDQ,VSSQ
_DRAM_CORE.BANK0.net14926,1,VON,VSS
_DRAM_CORE.BANK0.net14927,1,VEXT,VON
_DRAM_CORE.BANK0.net14928,1,VOFF,VOFF
_DRAM_CORE.BANK0.net14929,1,VEXT,VOFF
_DRAM_CORE.BANK0.net14930,1,VDDQ,VEXT
_DRAM_CORE.BANK1.net14931,2,VEXT,VDDQ
_DRAM_CORE.BANK1.net14932,2,VDD,VSSQ
_DRAM_CORE.BANK1.net14933,2,VOFF,VOFF
_DRAM_CORE.BANK1.net14934,2,VON,VDD
_DRAM_CORE.BANK1.net14935,2,VDDQ,VSS
_DRAM_CORE.BANK1.net14936,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net14937,2,VDD,VSSQ
_DRAM_CORE.BANK1.net14938,2,VOFF,VON
_DRAM_CORE.BANK1.net14939,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net14940,2,VSSQ,VSS
_DRAM_CORE.BANK2.net14941,3,VSSQ,VSS
_DRAM_CORE.BANK2.net14942,3,VEXT,VDDQ
_DRAM_CORE.BANK2.net14943,3,VDDQ,VEXT
_DRAM_CORE.BANK2.net14944,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net14945,3,VSSQ,VSS
_DRAM_CORE.BANK2.net14946,3,VDD,VEXT
_DRAM_CORE.BANK2.net14947,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net14948,3,VEXT,VSS
_DRAM_CORE.BANK2.net14949,3,VON,VDD
_DRAM_CORE.BANK2.net14950,3,VDDQ,VOFF
_DRAM_CORE.BANK3.net14951,4,VON,VDDQ
_DRAM_CORE.BANK3.net14952,4,VOFF,VON
_DRAM_CORE.BANK3.net14953,4,VSS,VDD
_DRAM_CORE.BANK3.net14954,4,VDD,VON
_DRAM_CORE.BANK3.net14955,4,VDD,VON
_DRAM_CORE.BANK3.net14956,4,VON,VOFF
_DRAM_CORE.BANK3.net14957,4,VEXT,VSS
_DRAM_CORE.BANK3.net14958,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net14959,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net14960,4,VOFF,VDDQ
_DRAM_CORE.BANK0.net14961,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net14962,1,VON,VDDQ
_DRAM_CORE.BANK0.net14963,1,VOFF,VDD
_DRAM_CORE.BANK0.net14964,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net14965,1,VEXT,VSS
_DRAM_CORE.BANK0.net14966,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net14967,1,VON,VEXT
_DRAM_CORE.BANK0.net14968,1,VSSQ,VON
_DRAM_CORE.BANK0.net14969,1,VOFF,VON
_DRAM_CORE.BANK0.net14970,1,VOFF,VEXT
_DRAM_CORE.BANK1.net14971,2,VOFF,VOFF
_DRAM_CORE.BANK1.net14972,2,VSSQ,VSS
_DRAM_CORE.BANK1.net14973,2,VDDQ,VON
_DRAM_CORE.BANK1.net14974,2,VON,VSSQ
_DRAM_CORE.BANK1.net14975,2,VSS,VON
_DRAM_CORE.BANK1.net14976,2,VSSQ,VEXT
_DRAM_CORE.BANK1.net14977,2,VSS,VEXT
_DRAM_CORE.BANK1.net14978,2,VDD,VSSQ
_DRAM_CORE.BANK1.net14979,2,VOFF,VOFF
_DRAM_CORE.BANK1.net14980,2,VDDQ,VDDQ
_DRAM_CORE.BANK2.net14981,3,VOFF,VDDQ
_DRAM_CORE.BANK2.net14982,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net14983,3,VOFF,VEXT
_DRAM_CORE.BANK2.net14984,3,VDD,VDD
_DRAM_CORE.BANK2.net14985,3,VEXT,VOFF
_DRAM_CORE.BANK2.net14986,3,VEXT,VDD
_DRAM_CORE.BANK2.net14987,3,VSS,VDD
_DRAM_CORE.BANK2.net14988,3,VOFF,VEXT
_DRAM_CORE.BANK2.net14989,3,VOFF,VSS
_DRAM_CORE.BANK2.net14990,3,VSSQ,VEXT
_DRAM_CORE.BANK3.net14991,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net14992,4,VSSQ,VSS
_DRAM_CORE.BANK3.net14993,4,VDDQ,VDD
_DRAM_CORE.BANK3.net14994,4,VDD,VEXT
_DRAM_CORE.BANK3.net14995,4,VDD,VSS
_DRAM_CORE.BANK3.net14996,4,VSS,VDDQ
_DRAM_CORE.BANK3.net14997,4,VON,VDDQ
_DRAM_CORE.BANK3.net14998,4,VON,VSSQ
_DRAM_CORE.BANK3.net14999,4,VON,VDD
_DRAM_CORE.BANK3.net15000,4,VDD,VSSQ
_DRAM_CORE.BANK0.net15001,1,VDD,VSSQ
_DRAM_CORE.BANK0.net15002,1,VOFF,VDD
_DRAM_CORE.BANK0.net15003,1,VSSQ,VSS
_DRAM_CORE.BANK0.net15004,1,VSSQ,VOFF
_DRAM_CORE.BANK0.net15005,1,VDD,VDD
_DRAM_CORE.BANK0.net15006,1,VDD,VEXT
_DRAM_CORE.BANK0.net15007,1,VSS,VDD
_DRAM_CORE.BANK0.net15008,1,VON,VOFF
_DRAM_CORE.BANK0.net15009,1,VOFF,VDDQ
_DRAM_CORE.BANK0.net15010,1,VON,VOFF
_DRAM_CORE.BANK1.net15011,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net15012,2,VOFF,VOFF
_DRAM_CORE.BANK1.net15013,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net15014,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net15015,2,VSS,VOFF
_DRAM_CORE.BANK1.net15016,2,VDD,VDD
_DRAM_CORE.BANK1.net15017,2,VSS,VOFF
_DRAM_CORE.BANK1.net15018,2,VSS,VSS
_DRAM_CORE.BANK1.net15019,2,VEXT,VEXT
_DRAM_CORE.BANK1.net15020,2,VDD,VON
_DRAM_CORE.BANK2.net15021,3,VSS,VSS
_DRAM_CORE.BANK2.net15022,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net15023,3,VON,VDDQ
_DRAM_CORE.BANK2.net15024,3,VON,VSSQ
_DRAM_CORE.BANK2.net15025,3,VDDQ,VOFF
_DRAM_CORE.BANK2.net15026,3,VON,VSSQ
_DRAM_CORE.BANK2.net15027,3,VEXT,VSSQ
_DRAM_CORE.BANK2.net15028,3,VSS,VDDQ
_DRAM_CORE.BANK2.net15029,3,VOFF,VSS
_DRAM_CORE.BANK2.net15030,3,VDDQ,VEXT
_DRAM_CORE.BANK3.net15031,4,VSSQ,VSSQ
_DRAM_CORE.BANK3.net15032,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net15033,4,VON,VDDQ
_DRAM_CORE.BANK3.net15034,4,VDD,VDD
_DRAM_CORE.BANK3.net15035,4,VON,VSS
_DRAM_CORE.BANK3.net15036,4,VDDQ,VOFF
_DRAM_CORE.BANK3.net15037,4,VON,VSSQ
_DRAM_CORE.BANK3.net15038,4,VON,VSSQ
_DRAM_CORE.BANK3.net15039,4,VOFF,VEXT
_DRAM_CORE.BANK3.net15040,4,VOFF,VON
_DRAM_CORE.BANK0.net15041,1,VOFF,VSSQ
_DRAM_CORE.BANK0.net15042,1,VDD,VSSQ
_DRAM_CORE.BANK0.net15043,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net15044,1,VDD,VSSQ
_DRAM_CORE.BANK0.net15045,1,VOFF,VSS
_DRAM_CORE.BANK0.net15046,1,VSS,VEXT
_DRAM_CORE.BANK0.net15047,1,VEXT,VOFF
_DRAM_CORE.BANK0.net15048,1,VDDQ,VEXT
_DRAM_CORE.BANK0.net15049,1,VEXT,VSSQ
_DRAM_CORE.BANK0.net15050,1,VON,VSSQ
_DRAM_CORE.BANK1.net15051,2,VSSQ,VSS
_DRAM_CORE.BANK1.net15052,2,VEXT,VSSQ
_DRAM_CORE.BANK1.net15053,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net15054,2,VSS,VEXT
_DRAM_CORE.BANK1.net15055,2,VEXT,VSS
_DRAM_CORE.BANK1.net15056,2,VDDQ,VDDQ
_DRAM_CORE.BANK1.net15057,2,VDD,VDDQ
_DRAM_CORE.BANK1.net15058,2,VON,VEXT
_DRAM_CORE.BANK1.net15059,2,VON,VDD
_DRAM_CORE.BANK1.net15060,2,VDD,VSS
_DRAM_CORE.BANK2.net15061,3,VON,VSS
_DRAM_CORE.BANK2.net15062,3,VDDQ,VSS
_DRAM_CORE.BANK2.net15063,3,VSSQ,VSSQ
_DRAM_CORE.BANK2.net15064,3,VOFF,VOFF
_DRAM_CORE.BANK2.net15065,3,VSS,VEXT
_DRAM_CORE.BANK2.net15066,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net15067,3,VDD,VON
_DRAM_CORE.BANK2.net15068,3,VOFF,VON
_DRAM_CORE.BANK2.net15069,3,VOFF,VON
_DRAM_CORE.BANK2.net15070,3,VEXT,VEXT
_DRAM_CORE.BANK3.net15071,4,VEXT,VON
_DRAM_CORE.BANK3.net15072,4,VDD,VEXT
_DRAM_CORE.BANK3.net15073,4,VOFF,VOFF
_DRAM_CORE.BANK3.net15074,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net15075,4,VEXT,VEXT
_DRAM_CORE.BANK3.net15076,4,VEXT,VOFF
_DRAM_CORE.BANK3.net15077,4,VDDQ,VDD
_DRAM_CORE.BANK3.net15078,4,VOFF,VON
_DRAM_CORE.BANK3.net15079,4,VSSQ,VDDQ
_DRAM_CORE.BANK3.net15080,4,VDDQ,VDDQ
_DRAM_CORE.BANK0.net15081,1,VDD,VEXT
_DRAM_CORE.BANK0.net15082,1,VON,VON
_DRAM_CORE.BANK0.net15083,1,VON,VDD
_DRAM_CORE.BANK0.net15084,1,VSS,VON
_DRAM_CORE.BANK0.net15085,1,VDD,VDDQ
_DRAM_CORE.BANK0.net15086,1,VSSQ,VDDQ
_DRAM_CORE.BANK0.net15087,1,VEXT,VON
_DRAM_CORE.BANK0.net15088,1,VSS,VDD
_DRAM_CORE.BANK0.net15089,1,VSS,VON
_DRAM_CORE.BANK0.net15090,1,VSSQ,VDD
_DRAM_CORE.BANK1.net15091,2,VON,VDDQ
_DRAM_CORE.BANK1.net15092,2,VDD,VEXT
_DRAM_CORE.BANK1.net15093,2,VDDQ,VEXT
_DRAM_CORE.BANK1.net15094,2,VON,VSS
_DRAM_CORE.BANK1.net15095,2,VON,VSS
_DRAM_CORE.BANK1.net15096,2,VEXT,VON
_DRAM_CORE.BANK1.net15097,2,VSS,VOFF
_DRAM_CORE.BANK1.net15098,2,VOFF,VDDQ
_DRAM_CORE.BANK1.net15099,2,VEXT,VEXT
_DRAM_CORE.BANK1.net15100,2,VOFF,VEXT
_DRAM_CORE.BANK2.net15101,3,VDDQ,VON
_DRAM_CORE.BANK2.net15102,3,VDDQ,VDD
_DRAM_CORE.BANK2.net15103,3,VON,VDD
_DRAM_CORE.BANK2.net15104,3,VOFF,VSS
_DRAM_CORE.BANK2.net15105,3,VSS,VOFF
_DRAM_CORE.BANK2.net15106,3,VON,VSSQ
_DRAM_CORE.BANK2.net15107,3,VSS,VEXT
_DRAM_CORE.BANK2.net15108,3,VSS,VON
_DRAM_CORE.BANK2.net15109,3,VDD,VDDQ
_DRAM_CORE.BANK2.net15110,3,VSSQ,VSSQ
_DRAM_CORE.BANK3.net15111,4,VDD,VSS
_DRAM_CORE.BANK3.net15112,4,VON,VDD
_DRAM_CORE.BANK3.net15113,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net15114,4,VON,VEXT
_DRAM_CORE.BANK3.net15115,4,VON,VSS
_DRAM_CORE.BANK3.net15116,4,VDD,VEXT
_DRAM_CORE.BANK3.net15117,4,VDDQ,VSSQ
_DRAM_CORE.BANK3.net15118,4,VSS,VOFF
_DRAM_CORE.BANK3.net15119,4,VSS,VSSQ
_DRAM_CORE.BANK3.net15120,4,VSSQ,VSS
_DRAM_CORE.BANK0.net15121,1,VDD,VSSQ
_DRAM_CORE.BANK0.net15122,1,VDDQ,VOFF
_DRAM_CORE.BANK0.net15123,1,VDDQ,VSS
_DRAM_CORE.BANK0.net15124,1,VOFF,VOFF
_DRAM_CORE.BANK0.net15125,1,VDD,VSS
_DRAM_CORE.BANK0.net15126,1,VSSQ,VSS
_DRAM_CORE.BANK0.net15127,1,VON,VEXT
_DRAM_CORE.BANK0.net15128,1,VDDQ,VDDQ
_DRAM_CORE.BANK0.net15129,1,VSSQ,VEXT
_DRAM_CORE.BANK0.net15130,1,VSSQ,VSSQ
_DRAM_CORE.BANK1.net15131,2,VEXT,VSS
_DRAM_CORE.BANK1.net15132,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net15133,2,VEXT,VON
_DRAM_CORE.BANK1.net15134,2,VSSQ,VON
_DRAM_CORE.BANK1.net15135,2,VDDQ,VOFF
_DRAM_CORE.BANK1.net15136,2,VSSQ,VSSQ
_DRAM_CORE.BANK1.net15137,2,VDDQ,VSSQ
_DRAM_CORE.BANK1.net15138,2,VSS,VOFF
_DRAM_CORE.BANK1.net15139,2,VSS,VDDQ
_DRAM_CORE.BANK1.net15140,2,VEXT,VSSQ
_DRAM_CORE.BANK2.net15141,3,VOFF,VOFF
_DRAM_CORE.BANK2.net15142,3,VSSQ,VON
_DRAM_CORE.BANK2.net15143,3,VSSQ,VDD
_DRAM_CORE.BANK2.net15144,3,VSS,VSSQ
_DRAM_CORE.BANK2.net15145,3,VOFF,VOFF
_DRAM_CORE.BANK2.net15146,3,VOFF,VSSQ
_DRAM_CORE.BANK2.net15147,3,VSSQ,VON
_DRAM_CORE.BANK2.net15148,3,VDDQ,VSS
_DRAM_CORE.BANK2.net15149,3,VDDQ,VSSQ
_DRAM_CORE.BANK2.net15150,3,VON,VDD
_DRAM_CORE.BANK3.net15151,4,VSSQ,VOFF
_DRAM_CORE.BANK3.net15152,4,VOFF,VOFF
_DRAM_CORE.BANK3.net15153,4,VDD,VDD
_DRAM_CORE.BANK3.net15154,4,VDDQ,VEXT
_DRAM_CORE.BANK3.net15155,4,VOFF,VDD
_DRAM_CORE.BANK3.net15156,4,VEXT,VDDQ
_DRAM_CORE.BANK3.net15157,4,VSSQ,VEXT
_DRAM_CORE.BANK3.net15158,4,VON,VEXT
_DRAM_CORE.BANK3.net15159,4,VSS,VDD
_DRAM_CORE.BANK3.net15160,4,VON,VON
_DRAM_CORE.BANK0.net15161,1,VSS,VSSQ
_DRAM_CORE.BANK0.net15162,1,VEXT,VDDQ
_DRAM_CORE.BANK0.net15163,1,VSS,VSS
